
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
40857,55114.7,46.7408,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
40881.6,55174.2,64.4065,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
