
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.285242,-0.627349,0.724618,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
-0.140223,-0.130348,0.981502,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
