
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
42222.2,36493.8,212.413,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
42294,36468.7,199.15,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
