
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.575031,,Nucleus,1,TVC,0,100000000,
0.634668,,Nucleus,1,TVC,1,100000001,
0.621091,,Nucleus,1,TVC,2,100000002,
0.577453,,Nucleus,1,TVC,3,100000003,
0.601449,,Nucleus,1,ATM,4,100000004,
0.642427,,Nucleus,1,ATM,5,100000005,
