
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.38974,um,Surface,1,ATMgroup,0,
7.50165,um,Surface,1,TVCgroup,1,
