
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.660622,,Nucleus,1,TVC,1,100000000,
0.485452,,Nucleus,1,TVC,2,100000001,
0.475461,,Nucleus,1,TVC,3,100000002,
0.481291,,Nucleus,1,TVC,4,100000003,
0.398572,,Nucleus,1,TVC,5,100000004,
0.367624,,Nucleus,1,TVC,6,100000005,
0.466337,,Nucleus,1,ATM,0,100000008,
