
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
1.63333,um,Nucleus,1,TVC,1,100000000,
1.87454,um,Nucleus,1,TVC,2,100000001,
2.20783,um,Nucleus,1,TVC,3,100000002,
1.40703,um,Nucleus,1,TVC,4,100000003,
2.57933,um,Nucleus,1,TVC,5,100000004,
2.18016,um,Nucleus,1,TVC,6,100000005,
2.534,um,Nucleus,1,ATM,0,100000008,
