
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
47060.9,41106.9,-31.9372,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
47001.9,41126.3,-68.8156,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
