
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.380139,,Cell,1,TVC,2,
0.398479,,Cell,1,TVC,3,
0.239015,,Cell,1,TVC,4,
0.252399,,Cell,1,TVC,5,
0.321283,,Cell,1,ATM,6,
0.398853,,Cell,1,ATM,7,
0.276986,,Cell,1,ATM,8,
