
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.221067,,Cell,1,TVC,0,
0.347504,,Cell,1,TVC,1,
0.297934,,Cell,1,TVC,2,
0.277962,,Cell,1,TVC,3,
0.51668,,Cell,1,ATM,4,
0.511345,,Cell,1,ATM,5,
