
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
2635.98,um^2,Cell,1,ATM,0,
3102.76,um^2,Cell,1,ATM,1,
3472.37,um^2,Cell,1,ATM,2,
928.765,um^2,Cell,1,TVC,3,
1759.87,um^2,Cell,1,TVC,4,
