
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-4.92969,1.27344,0.8685,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,8,100000008,
1.0625,-3.48828,-2.64559,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,9,100000009,
0.667969,-0.667969,0.193687,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,0,100000000,
-0.3125,-1.16016,0.423702,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,2,100000002,
1.51172,1.53125,-1.2205,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,4,100000004,
0.746094,1.55078,-2.64318,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,6,100000006,
