
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
44898.5,47662.7,87.2259,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
44924.9,47586.4,50.6527,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
