
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
7.27188,7.55766,10.5133,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,10,100000010,
6.92717,8.87216,9.42449,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,11,100000011,
5.18512,5.45849,7.4586,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
4.35329,5.36264,7.03365,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
4.47125,7.01208,7.91449,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,6,100000006,
5.43025,7.10409,7.3424,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,7,100000007,
