
Cell Distance to Image Border XY Img=1
 ==================== 
Cell Distance to Image Border XY,Unit,Category,Image,Time,Default Labels,ID,
33.3398,um,Cell,Image 1,1,TVC,4,
27.9258,um,Cell,Image 1,1,TVC,5,
30.207,um,Cell,Image 1,1,TVC,6,
23.082,um,Cell,Image 1,1,TVC,7,
35.3359,um,Cell,Image 1,1,ATM,10,
21.9414,um,Cell,Image 1,1,ATM,11,
