
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
16.5391,23.2363,110.539,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
15.9141,35.4297,43.1719,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
