
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35019.1,27988,-17.3786,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
35048,28068,-20.0935,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
