
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.59459,0.714745,0.368243,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
0.981394,-0.163914,-0.099994,um,Surface,Ellipsoid Axis A,1,TVCgroup,3,
