
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.387024,-0.912737,-0.130856,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.77045,-0.637463,-0.00686663,um,Surface,Ellipsoid Axis C,1,TVCgroup,1,
