
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.165753,,Cell,1,ATM,0,
0.298333,,Cell,1,TVC,1,
0.245905,,Cell,1,TVC,2,
0.455413,,Cell,1,TVC,3,
0.275053,,Cell,1,TVC,4,
0.568132,,Cell,1,TVC,5,
0.328333,,Cell,1,TVC,6,
