
Cell Ellipsoid Axis Length C
 ==================== 
Cell Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
25.1866,um,Cell,1,ATM,0,
9.83835,um,Cell,1,TVC,1,
10.4473,um,Cell,1,TVC,2,
10.8792,um,Cell,1,TVC,3,
8.52719,um,Cell,1,TVC,4,
9.4848,um,Cell,1,TVC,5,
11.3799,um,Cell,1,TVC,6,
