
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.44705,10.2242,12.9236,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,0,100000000,
7.19322,9.18796,13.238,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,1,100000001,
5.41277,7.47786,8.73899,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,2,100000002,
6.05022,7.67495,8.26451,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000003,
4.9404,6.07429,7.41657,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
3.85526,6.25335,6.97591,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
