
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.210897,,Cell,1,ATM,0,
0.174703,,Cell,1,ATM,1,
0.256412,,Cell,1,TVC,2,
0.394142,,Cell,1,TVC,3,
0.412656,,Cell,1,TVC,4,
0.587016,,Cell,1,TVC,5,
