
Nucleus Center of Image Mass Ch=2 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
40179.3,93545.3,83.7615,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,0,100000000,
40156.3,93564.2,85.1739,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,1,100000001,
40154.3,93631.5,98.736,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,2,100000002,
40157,93639.8,99.2314,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,3,100000003,
40149,93629.1,102.1,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,4,100000004,
40148.6,93636.7,103.831,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000005,
