
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36121.9,48234.1,168.722,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
36188.9,48273.9,112.921,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
