
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38499.5,68611.7,117.325,um,Surface,Center of Homogeneous Mass,1,ATM,5,
38490,68653.1,98.36,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
