
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
141.914,80.0195,31.7574,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
37.332,41.8555,24.9825,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
