
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
9379.97,um^3,Cell,1,ATM,2,
9794.76,um^3,Cell,1,ATM,3,
1191.41,um^3,Cell,1,TVC,4,
699.184,um^3,Cell,1,TVC,5,
1190.35,um^3,Cell,1,TVC,6,
1206.33,um^3,Cell,1,TVC,7,
