
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
586.229,um^3,Nucleus,1,ATM,2,100000000,
545.27,um^3,Nucleus,1,ATM,3,100000001,
98.5831,um^3,Nucleus,1,TVC,4,100000002,
83.5954,um^3,Nucleus,1,TVC,5,100000003,
66.9995,um^3,Nucleus,1,TVC,6,100000004,
63.3382,um^3,Nucleus,1,TVC,7,100000005,
