
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.627389,,Nucleus,1,TVC,0,100000000,
0.623365,,Nucleus,1,TVC,1,100000001,
0.620576,,Nucleus,1,TVC,2,100000002,
0.633329,,Nucleus,1,TVC,3,100000003,
0.637085,,Nucleus,1,ATM,4,100000004,
0.626245,,Nucleus,1,ATM,5,100000005,
