
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
47566.6,58143.4,6.84584,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
47573.2,58117.6,8.80174,um,Cell,Cell Center of Homogeneous Mass,1,ATM,5,
47516.3,58139.6,-15.5984,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
47524.9,58141.1,-12.7419,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
47507.4,58139.8,-7.20027,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
47517.8,58139,-4.24796,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
