
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
4.70399,um,Nucleus,1,TVC,0,100000000,
5.13738,um,Nucleus,1,TVC,1,100000001,
4.74862,um,Nucleus,1,TVC,2,100000002,
4.02613,um,Nucleus,1,TVC,3,100000003,
6.66109,um,Nucleus,1,ATM,4,100000004,
6.19313,um,Nucleus,1,ATM,5,100000005,
