
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
18.5898,27.7798,89.0742,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
14.0352,20.1953,43.2324,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
