
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.381602,,Cell,1,TVC,0,
0.460412,,Cell,1,TVC,1,
0.45112,,Cell,1,TVC,2,
0.455493,,Cell,1,TVC,3,
0.474176,,Cell,1,TVC,4,
0.489679,,Cell,1,TVC,5,
0.44286,,Cell,1,TVC,6,
