
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
41838.2,75613.7,-58.4422,um,Surface,Position,1,ATMgroup,4,
41860,75656.7,-53.8157,um,Surface,Position,1,TVCgroup,0,
