
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
3.70703,um,Nucleus,1,TVC,6,100000006,
3.67439,um,Nucleus,1,TVC,7,100000007,
7.08505,um,Nucleus,1,ATM,8,100000008,
4.3021,um,Nucleus,1,TVC,9,100000009,
4.31788,um,Nucleus,1,TVC,10,100000010,
6.0449,um,Nucleus,1,ATM,11,100000011,
