
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
68474.8,um,Nucleus,Nucleus Distance from Origin,1,ATM,8,100000008,
68511.2,um,Nucleus,Nucleus Distance from Origin,1,ATM,11,100000011,
68426,um,Nucleus,Nucleus Distance from Origin,1,TVC,6,100000006,
68435.9,um,Nucleus,Nucleus Distance from Origin,1,TVC,7,100000007,
68419.5,um,Nucleus,Nucleus Distance from Origin,1,TVC,9,100000009,
68431.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,10,100000010,
