
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1076.75,um^2,Cell,1,TVC,0,
1287.38,um^2,Cell,1,TVC,1,
869.281,um^2,Cell,1,TVC,2,
1355.22,um^2,Cell,1,TVC,3,
1655.17,um^2,Cell,1,TVC,4,
2042.47,um^2,Cell,1,TVC,5,
