
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.5468,16.8045,26.7131,um,Cell,Cell BoundingBoxOO Length,1,ATM,3,
11.2443,20.61,40.8377,um,Cell,Cell BoundingBoxOO Length,1,ATM,4,
12.5769,13.9783,13.3931,um,Cell,Cell BoundingBoxOO Length,1,TVC,0,
10.9721,16.0984,17.3161,um,Cell,Cell BoundingBoxOO Length,1,TVC,1,
16.8555,19.2193,19.9303,um,Cell,Cell BoundingBoxOO Length,1,TVC,2,
