
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.617867,,Nucleus,1,TVC,0,100000000,
0.614481,,Nucleus,1,TVC,1,100000001,
0.646473,,Nucleus,1,ATM,2,100000002,
0.621721,,Nucleus,1,ATM,3,100000003,
0.621773,,Nucleus,1,ATM,5,100000005,
