
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
141.273,um^3,Nucleus,1,TVC,0,100000000,
227.636,um^3,Nucleus,1,TVC,1,100000001,
482.215,um^3,Nucleus,1,ATM,2,100000002,
401.726,um^3,Nucleus,1,ATM,3,100000003,
438.402,um^3,Nucleus,1,ATM,5,100000005,
