
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
38567.1,60964.2,103.625,um,Surface,Position,1,ATMgroup,0,
38575.1,60944.4,66.9861,um,Surface,Position,1,TVCgroup,2,
