
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
6.78313,um,Cell,1,TVC,0,
6.58448,um,Cell,1,TVC,1,
11.1334,um,Cell,1,TVC,3,
10.7751,um,Cell,1,TVC,4,
10.7579,um,Cell,1,ATM,7,
12.438,um,Cell,1,ATM,8,
