
Cell Distance to Image Border XY Img=1
 ==================== 
Cell Distance to Image Border XY,Unit,Category,Image,Time,Default Labels,ID,
11.9531,um,Cell,Image 1,1,TVC,0,
25.6094,um,Cell,Image 1,1,TVC,1,
11.9531,um,Cell,Image 1,1,TVC,2,
31.0156,um,Cell,Image 1,1,TVC,3,
34.1484,um,Cell,Image 1,1,ATM,4,
7.68359,um,Cell,Image 1,1,ATM,5,
