
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.324255,,Cell,1,ATM,1,
0.265498,,Cell,1,ATM,2,
0.27965,,Cell,1,TVC,8,
0.452129,,Cell,1,TVC,9,
0.451629,,Cell,1,TVC,10,
0.316464,,Cell,1,TVC,12,
