
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.483208,,Cell,1,TVC,4,
0.545193,,Cell,1,TVC,5,
0.378408,,Cell,1,TVC,6,
0.50826,,Cell,1,TVC,7,
0.419533,,Cell,1,ATM,10,
0.303863,,Cell,1,ATM,11,
