
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.39503,um,Nucleus,1,TVC,4,100000004,
2.34349,um,Nucleus,1,TVC,5,100000005,
2.53287,um,Nucleus,1,TVC,6,100000006,
2.75724,um,Nucleus,1,TVC,7,100000007,
3.0991,um,Nucleus,1,ATM,10,100000010,
3.53992,um,Nucleus,1,ATM,11,100000011,
