
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
602.801,um^3,Cell,1,TVC,2,
1666.02,um^3,Cell,1,TVC,4,
1212.89,um^3,Cell,1,TVC,5,
2931.95,um^3,Cell,1,TVC,6,
4659.06,um^3,Cell,1,ATM,10,
6350.75,um^3,Cell,1,ATM,11,
