
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.165632,,Cell,1,TVC,0,
0.574083,,Cell,1,TVC,1,
0.280091,,Cell,1,TVC,2,
0.40941,,Cell,1,TVC,3,
0.686618,,Cell,1,ATM,4,
0.73322,,Cell,1,ATM,5,
