
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43713.2,71687.5,87.6627,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
43718.5,71715.7,54.7347,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
