
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.336388,,Cell,1,ATM,3,
0.088093,,Cell,1,ATM,6,
0.505333,,Cell,1,TVC,9,
0.68112,,Cell,1,TVC,10,
0.517277,,Cell,1,TVC,11,
0.476855,,Cell,1,TVC,12,
