
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
3.41255,um,Nucleus,1,ATM,5,100000000,
4.34009,um,Nucleus,1,ATM,6,100000001,
2.47627,um,Nucleus,1,TVC,7,100000002,
2.47068,um,Nucleus,1,TVC,8,100000003,
2.28473,um,Nucleus,1,TVC,9,100000004,
2.35432,um,Nucleus,1,TVC,10,100000005,
