
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.57647,um,Nucleus,1,ATM,0,100000000,
2.33905,um,Nucleus,1,ATM,1,100000001,
5.06903,um,Nucleus,1,ATM,2,100000002,
3.73008,um,Nucleus,1,TVC,3,100000003,
3.29527,um,Nucleus,1,TVC,4,100000004,
3.42796,um,Nucleus,1,TVC,5,100000005,
3.36439,um,Nucleus,1,TVC,6,100000006,
