
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
43818.4,70641.8,51.6183,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,0,
43821.4,70661.1,55.9453,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,1,
43811.7,70618.9,51.9814,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,2,
43793.3,70689.3,62.1586,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
43809.1,70687.6,58.0816,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,4,
43802.3,70687.3,66.0126,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
43808.6,70693.2,65.0595,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,6,
