
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.650639,,Nucleus,1,TVC,0,100000000,
0.30709,,Nucleus,1,TVC,1,100000001,
0.481744,,Nucleus,1,ATM,2,100000002,
0.448897,,Nucleus,1,ATM,3,100000003,
0.589035,,Nucleus,1,TVC,4,100000004,
0.688575,,Nucleus,1,TVC,5,100000005,
