
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
37173.5,83463.6,-24.2272,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
37214.1,83394.6,8.53495,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
