
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.47124,um,Surface,1,ATMgroup,0,
4.69154,um,Surface,1,TVCgroup,3,
