
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.268362,,Cell,1,ATM,2,
0.336233,,Cell,1,ATM,3,
0.306477,,Cell,1,TVC,6,
0.382876,,Cell,1,TVC,7,
0.236065,,Cell,1,TVC,8,
0.498707,,Cell,1,TVC,9,
