
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.585384,-0.8099,-0.0372429,um,Cell,Cell Ellipsoid Axis C,1,ATM,4,
0.544632,-0.789353,-0.283368,um,Cell,Cell Ellipsoid Axis C,1,ATM,5,
0.918142,-0.3479,-0.189687,um,Cell,Cell Ellipsoid Axis C,1,TVC,0,
0.270684,0.961752,-0.0419949,um,Cell,Cell Ellipsoid Axis C,1,TVC,1,
-0.574195,-0.815918,0.0676621,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
0.986488,0.0399072,-0.158902,um,Cell,Cell Ellipsoid Axis C,1,TVC,3,
