
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
2.32002,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,4,100000003,
3.87429,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,5,100000004,
2.24747,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000000,
1.9403,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000001,
1.32372,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000002,
2.19278,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,6,100000005,
