Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
0.0006080412,0.49547693,0.0010891962,0.0014087356,0.005241716,0.010274247,0.005163453,0.000589837,0.0052329046,0.0028532923,0.3538091,0.08966783,0.007233967,0.02135077
0.005700886,0.3211308,0.0074353213,0.024897786,0.004543036,0.5041225,0.0036100028,0.0055048433,0.0041553336,0.00028428168,0.008160971,0.022668332,0.018825853,0.06896003
0.0710839,0.0038748858,0.086850956,0.05970483,0.09149385,0.0047157644,0.10490353,0.07180222,0.0974457,0.24987552,0.07913731,0.013897001,0.04900284,0.016211703
0.086350076,0.004607176,0.071782045,0.08189695,0.10159981,0.007217493,0.11390224,0.08731647,0.10759106,0.16963488,0.06216551,0.018385012,0.063129835,0.024421446
0.041039817,0.002213893,0.16029736,0.025772082,0.04943761,0.0021321522,0.059695553,0.041032653,0.05342305,0.4533335,0.08301387,0.004241056,0.01972243,0.0046451036
0.027625514,0.12945737,0.014529257,0.100277126,0.0217507,0.3281861,0.01780831,0.02678634,0.020365812,0.0011064941,0.009768512,0.054724135,0.07728786,0.17032647
0.021025378,0.0143073695,0.004697348,0.028334212,0.10821271,0.0025840148,0.114486754,0.021581965,0.11238013,0.08025719,0.20371899,0.14394008,0.08685927,0.057614565
0.030153252,0.107077956,0.0076878653,0.09508292,0.038743805,0.14877975,0.033736628,0.029461775,0.037369337,0.0021093779,0.01907929,0.11882917,0.11047688,0.221412
0.014048011,0.0025087113,0.05930174,0.009097105,0.04002253,0.0006062157,0.048385486,0.013940881,0.04315672,0.5555993,0.1880756,0.0067758593,0.0150366165,0.0034452209
0.006079992,0.009305949,0.004711427,0.006184614,0.052069467,0.00051046675,0.058570247,0.006214228,0.054661613,0.23385799,0.47710255,0.050542932,0.027685445,0.012503049
0.058272783,0.011640749,0.01593859,0.080581576,0.11986265,0.010428984,0.12593825,0.05955725,0.124708064,0.05779273,0.07600276,0.07820773,0.11007422,0.070993654
0.037790187,0.08820391,0.023557106,0.12934706,0.024003958,0.3384405,0.019637307,0.03685459,0.022494152,0.001479966,0.00800662,0.039307754,0.081420384,0.14945653
0.014254852,0.2512968,0.0053390786,0.053383127,0.019128803,0.22587623,0.016133819,0.013736673,0.018084431,0.00087904086,0.018959336,0.106562056,0.064853884,0.19151191
0.045097046,0.010704543,0.26597098,0.12465012,0.0042487164,0.46746808,0.0033128315,0.04390231,0.0038328758,0.0015150696,0.00051913556,0.00057829265,0.013966563,0.014233447
0.026172893,0.00671271,0.015871756,0.026231019,0.103635035,0.0015071892,0.11535596,0.026452636,0.10904291,0.22026455,0.21110679,0.052606,0.060572293,0.024468213
0.03986999,0.051514227,0.0074283076,0.09754683,0.0681665,0.06276804,0.06379226,0.04033362,0.0680897,0.0066260397,0.037058722,0.14078327,0.13133736,0.18468516
0.09704195,0.0020097168,0.48752666,0.07859364,0.017707964,0.030666668,0.020077908,0.0988799,0.018634703,0.12553875,0.008012109,0.0005242262,0.010719057,0.004066711
0.02782964,0.0037887364,0.047637038,0.021590358,0.07399604,0.0012778044,0.08626159,0.02787793,0.0789939,0.39540485,0.17518848,0.016489003,0.033936836,0.009727732
0.016789792,0.1963372,0.004454626,0.05476841,0.030693272,0.12984264,0.027117422,0.016503278,0.029665615,0.0017919812,0.034888297,0.16382262,0.083524674,0.20980026
0.04602872,0.06654483,0.014570248,0.14192224,0.03816446,0.18399076,0.032453205,0.044384252,0.036480602,0.002155563,0.009283928,0.068395525,0.11714085,0.19848475
0.003709305,0.12184674,0.00085092545,0.006995251,0.033403777,0.0044151116,0.03390985,0.00374336,0.03414981,0.01344169,0.31312996,0.3200324,0.039068617,0.07130327
0.053684175,0.033681344,0.009985637,0.1214237,0.0743732,0.055211782,0.069928214,0.05327626,0.07440541,0.0077523342,0.02365112,0.109225646,0.14135927,0.17204185
0.057193607,0.001246838,0.660996,0.041116197,0.0076735686,0.025494447,0.008883458,0.058467332,0.008080816,0.12018716,0.004998637,0.00013799324,0.004086127,0.0014377456
0.0049577705,0.31516722,0.0077857994,0.021705098,0.0037225445,0.5377592,0.002947599,0.004807519,0.0033959867,0.00025969974,0.0075595966,0.017679136,0.01543392,0.056818925
