
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38277,38821.9,28.1826,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
38338.1,38745.6,15.3822,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,1,
