
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
3.68504,um,Nucleus,1,TVC,1,100000000,
4.06677,um,Nucleus,1,TVC,2,100000001,
7.6703,um,Nucleus,1,ATM,3,100000002,
4.27756,um,Nucleus,1,TVC,4,100000003,
4.6678,um,Nucleus,1,TVC,5,100000004,
6.48502,um,Nucleus,1,ATM,6,100000005,
