
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
62.0781,49.582,28.4019,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
33.3164,35.6172,31.3692,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
